taxnumberprovider,feature_vector,Cluster
77.302.061-2,"27 pack de 4 unidades, agua mineral sin gas de 1,5 lt 27 buen dia la oferta cotizada incluye el despacho . la entrega de la misma es en 1 dia habil luego de que la orden de compra sea generada . 27 agua mineral cachantun 500cc 27 te supremo sabores surtidos manzana, canela, limon  (1 caja con 150u) 24 turnomatic 2 digitos inalambrico. favor leer especificaciones tecnicas adjuntas. 27 cafe molido para cafetera forte bolsa, 250 g 27 platos desechable chico 27 te hierbas surtido supremo (1 caja con 150u) 11 margarina cremosa pote 500 gr. 27 azucar iansa",26
18.937.224-8,"17 paquete de panal babysec premium talla m x 20 m unid. 15 azucar sachet 5 gr caja de 800 unidades 15 agua mineral cin gas o ligth gas formato 500 ml 15 nectar 1,5 litros variedad sabores sin azucar anadida 15 platos desechables biodegradables tamano mediano (torta) 36 microondas 20 litros 13 pan fresco tipo hallulla, corriente, con sal. entrega de lunes a domingo a las 08:00 horas (04 kilos diarios aprox). senalar si precio ofertado es neto o con iva incluido.  32 panales desechables para adultos  talla g tipo cotidian o similares caracteristicas  15 agua mineral sin gas  formato 500 ml 17 paquete de panal babysec premium talla xg x 14 unid.",19
77.057.141-3,"31 bolsa de basura 80x110 31 oferta por compra agil 3136-6-cot23, despacho gratis y entrega en 01 dia 31 jabon liquido 1 litro  31 hisopo limpia sanitario plastico c/recipiente 31 cepillo escobilla lustra zapato  32 limpiador en crema multiuso, botella 500 ml 46 panos de limpieza y otros materiales especificados en anexo terminos tecnicos de referencia. 31 esponja de acero inoxidable 10 oferta por compra agil 1079967-123-cot23, despacho gratis y entrega en 1 dia 32 mopa humeda 200 grs. con palo",19
17.788.646-7,"44 camara web logitech c930 1080p full hd 90deg fov segun solicitado. pendrives sandisk 128gb usb 3.1 57 discos ssd 480gb western digital 2.5''. despacho 1 dia habil gratuito. 25 discos duro ssd  kingspect 256gb y 512gb sata 3 2.5''. despacho gratis. garantia 6 meses 45 unidad ssd 500gb ,sata3 2.5"", lectura 540 mb/s, crucial bx500 34 disco duro externo solido 256 gb 3.1 usb - tipo c similar a maxell ssd.  45 memoria ram ddr4 4gb so-dimm-2666mhz-kingston 50 solicita cotizar de acuerdo a lo indicado en adjunto. 45 unidad ssd kingston a400 480gb 56 disco ssd portable sandisk e30 480gb usb 3.2. despacho gratis 1 dia habil. garantia 6 meses 50 se cotiza lo mismo que lo solicitado camara logitech brio, microfono jabra speak 710 y cable usb 3.0 extension macho hembra 10mts alta velocidad. despacho 3 dias gratis. garantia 6 meses",22
76.279.666-k,16 incentivador respiratorio volumetrico 4.000 ml 23 banda elastica de acuerdo a ficha tecnica adjunta 15 (346-0076) oximetro de pulso 49 oximetro de pulso adulto (dedo)|| 16 entrega en 24 horas una vez recibida la oc 10 |ejercitador volumetrico coach|| 11 oximetro de pulso color azul  10 |ejercitador volumetrico spiro ball (similar o equivalente) 10 ins010986	espirometro de estimulacion volumetrico| 13 ejercitador pulmonar coach 2,20
76.323.942-K,"33 entrega en 5 dias habiles|despacho sin costo|toner original 27 toner mp301 45 print cartridge mp6054 (original) 33 insumos 100% originales y nuevos. somos distribuidores oficiales de la marca ricoh en chile (se adjunta certificado).|el despacho es sin costo y se realizara en 3 dias habiles desde emitida la orden de compra. 45 master jp-10m 33 toner para fotocopiadora ricoh im 550 13 los insumos son nuevos y cumplen con todos los requisitos solicitados. una vez emitida la orden de compra el despacho se realiza en 24 horas sin costo para el cliente.  33 toner para fotocopiadora ricoh mp 301 27 toner black (para ricoh im 430) 27 multifuncional blanco & negro ricoh im 430 con gabinete de madera. debe adjuntar cotizacion, imagen y especificaciones tecnicas del producto.",14
16.770.707-6,"34 agua con gas similar a benedictino 1.500ml 33 jabon liquido, bidon 5 litros. 33 entrega 24 horas, despacho incluido 34 agua mineral con gas benedictino 1500 ml 34 churrasco sachet (bolsa)  3 de 40gr (120gr) 33 energetica 473 cc tipo monster o similar sabores surtidos   12 azucar en formato de kilo  12 entrega 24 horas, despacho incluido 34 agua sin gas similar a benedictino 500ml 57 mortadela fina envasada en formato de 3kg cada pieza",1
76.958.669-5,10 aprieta terminal hexagonal + 1200 ferrules $6671447$ud| 10 limpia contacto electronico novec $6670089$ud|| 10 vaso plastico desechable 250 cc cod int. $6590080$ 10 huincha asiladora blanca 3m 772 $6579885$ud|  10 amarras plasticas 10mm $6570350$ud|  10 arroz con leche formato de kilo o similar. adjuntar imagen referencial. despacho inmediato  10 carpeta antiestatica 45x30cm $6672171$ud| 22 instalacion de tableros de basquetbol 10 paquetes de galletas de soda de 180 grs o similar. adjuntar imagen referencial. despacho inmediato  22 se cotiza todo lo solicitado|entrega 3 dias|sin costos adicionales a lo ofertado,2
77.981.200-6,"10 entrega (24 horas ) p. recep. orden de compra - pago: 30 dias - destino : sus dependencias -venta minima : 100.000 + iva.- validez de oferta: 60 dias corridos -  frasco /  8 oz = 226,80 gramos (mucho mas gramaje) precio por unidad (caja de 6 unidades) 36 cepillo de limpieza de material de acero para el servicio de esterilizacion. 36 servilleta dental ( babero) 10 08015076 cepillo de limpieza  de 2.5 mm x 50 cms para lavado de instrumental, bs x 3 unidades 10 08015909 cepillo de limpieza de 3 mm 10 cepillo de limpieza o limipia lumen 18 fr o 6 mm diam. cerda de nylon largo total 50 cms 10 a03n0192 removedor en polvo para intrumental, envase grande 8 onzas = 226grs. marca spectrum o equivalente. 10 entrega : ( 1 dia habil) previa recep. orden de compra. - pago: 30 dias fecha de facturacion - destino : sus dependencias (flete incluido) - venta minima : 100.000 + iva.- validez de oferta: 60 dias (venta por set de 2 unidades) precio x unidad. 10 cepillo de limpieza o limipia lumen 33 fr o 11 mm diam. cerda de nylon largo total 50 cms 10 cepillo de limpieza para instrumental quirurgico con cerdas de nylon|se  adjunta fotografia ",0
77.202.153-4,"55 oferta de cerraduras digitales|entrega en av. capitan ignacio carrera pinto #1045, nunoa, region metropolitana de santiago|plazo entrega: 3 dias habiles |fono 985617496 cleiva@comercialtecnoelite.cl 77 oferta de archivadores, excelente calidad. segun requerimiento. |despacho sin costo en avenida froilan roa 6542, la florida, region metropolitana.|plazo entrega: de inmediata a 1 dia habil. |carolina leiva 985617496|cleiva@comercialtecnoelite.cl 11 cajas de mascarillas 3 pliegues, con elastico, color banco-celeste, de 50 unidades 10 se debe cotizar por el total de los productos detallados en el pliego de condiciones siendo esto preferente al momento de seleccionar al oferente tambien se debe detallar cada producto con su cantidad en la guia de despacho o factura al momento de la entrega. 10 articulos de aseo bodega central|entrega sin costo en av la paz # 841, recoleta, region metropolitana de santiago|plazo entrega: 2 dias habiles |productos iran con detalle en factura y/o guia |fono 985617496 22 lapices de colores caja de 12 unidades 41 adjunto cotizacion. fono: 985617496 82 mouse inalambrico grande 77 mof000016 arch. palanca carta lomo angos 12 10 parlantes blik screamer 4, altavoz karaoke portatil bluetooth, altavoz con bateria recargable de iones de litio, hasta 3 hrs de reproduccion continua con un minimo de potencia: 30w rms / 6000w pmpo ,modos de reproduccion: aux / tf / bluetooth / fm /microsd o similar.(favor cotizar segun el archivo adjunto).",4
76.869.544-K,"31 estimada camila le envio cotizacion de nproductos requeridos con despacho incluido para duda o consulta contacto jose antonio lepin fono 979254191 despacho en 2 dias habiles atte 20  20 mopas tipo avion 90 cms. (repuestos)| 31 lustra mueble 250 cc brillex excell (marca referencial) 35 compra de materiales de aseo para el programa jefas de hogar, segun archivo adjunto ( se requiere ingresar cotizacion con valores unitarios de cada producto ) 20 estimado arnoldo le envio cotizacion de productos requeridos con despacho incluido para duda o consulta contacto jose antonio lepin fono 979254191 despacho en 2 dias habiles atte. 31 adquisicion de articulos de aseo para panol consumos, de acuerdo a archivo adjunto 55 trapero con ojal 31 esponja spongi pano 31 desinfectante en aerosol lysoform citric cera liquida negra equivalente brillex (marca referencial) 20  50 lts. amonio cuaternario concetrado (bidon 5 lts. o menos)",0
77.750.890-3,"31 caja organizadora plastica transparente de 61 litros 31   se adjunata nexo, despacho hasta sus dependencias, plazo entrega 3 dias  habiles.  30 cotizacion incluye despacho hasta sus dependencias.|plazo de entrega 2  a 3 dias habiles.|se adejunta de guante pvc cotizado. 31 conos de trafico naranjos de 90 cm con dos bandas reflectivas 31 basurero industrial de 120 litros 30 guantes de trabajo streelpro tipo cabritilla sin forro unidad 31 candado de bronce 30 mm 31 cotizacion incluye despacho hasta sus dependencias.|plazo de entrega 2 a 3 dias habiles. 10 cotizacion incluye despacho hasta sus dependencias.|plazo de entrega 2 a 3 dias habiles. 31 se adjunta anexo, plazo entrega 3 dias, despacho hasta sus dependencias. ",10
11.372.911-2,"46 mobiliario nivel parbulario escuela colin 27 mobiliario para escuela gustavo bisquertt de la comuna de rengo, segun anexos. 17 sillas de escritorio ergonomica||los articulos son entregados armados y puestos en el domicilio.|el plazo de entrega es de 3 dias habiles desde la emision de la orden de compra. 39 se adjunta especificaciones tecnicas. 47 adquisicion de 5 sillas, oficinas municipales.  47 sillas oficinas municipales||los articulos se entregan armados y se ponen en domicilio.|la entrega se realiza en 5 dias a contar de la recepcion de la orden de compra. 30 escritorio 2 cajones, medidas 100x50x75 22 sillas ergonomicas de escritorio, segun especificaciones en archivo adjunto  30 escritorio en l, 3 cajones medidas 120x70x60 51 sillas de escritorio de material de malla color negro con apoya brazos y reposa espalda  tipo favatex ancho 59cm, alto 119cm, profundida 65cm relleno espuma, material del tapiz poliester",4
77.160.396-3,"34 tinta color magenta t6643 para impresora epson. 31 apoya muneca teclado 80 toner hp 17 a  originales 80 toner canon 125 original 76 tinta epson 544 negro 76 tinta epson 544 yellow 11 teclados y mouse, segun detalle 34 tinta color yellow t6644 para impresora epson. 76 tinta botella brother d60 negro 75 mouse conexion alambrica, tipo optico, dpi 1200, habilitado para mano izquierda y derecha. con despacho a oficinas de croacia 722 piso 9, costo de envio e impuesto al total.",14
77.207.609-6,"20 microondas 20 litros (adjuntar ficha tecnica e imagen del producto) 26 adquisicion de discos duros y pendrives 33 sin costo de envio, entrega y despacho en 2 dias habiles aceptda la orden de compra. 11 mug acero inoxidable de 400 o 450 ml con logo oficina omil de 8*4 cm aprox. y por el otro lado logo sence de 8*4 cm aprox., ambos logos en color azul 33 termolaminadora (ver en adjuntos)  43 sin costo de envio, despacho y entrega en 4 dias habiles aceptada la orden de compra 11 pinzas de recoleccion de basura 76cm 43 caja baul organizadora de 100 litros, marca wenco o similar. de medidas hasta 45 cm. de ancho, hasta 94 cm. de largo y hasta 40 cm de alto. 27 compra de vestuario escolar (buzo intitucionales) segun documento adjunto, favor subir cotizacion formal  11 bolsas de basura 70x90 por 20 unidades",21
77.240.238-4,"10 511-0840 acido tranexamico 500 mg 10 pause-500 comprimidos recubiertos 500 mg (acido tranexamico), caja x20, bioequivalente, registro isp: f-26519/21. vencimiento: 31-07-2024. stock disponible. entrega en 24hrs, flete incluido. monto minimo de facturacion 100.000 neto. | 25 acido tranexamico 500 mg  10 dulatine 60 capsulas con granulos con recubrimientos enterico 60 mg (duloxetina), caja x30, bioequivalente, registro isp: f-26318/21. vencimiento: 30-10-2024. despacho en 48 hrs. precio en valor neto por capsula, minimo de facturacion $100.000 neto. 48 flecainida 100mg x 20 comprimidos. 10 50-214-100-027-00	acido tranexamico 500mg comprimido| 16 pause-500 comprimidos recubiertos 500 mg (acido tranexamico), caja x20, bioequivalente, registro isp: f-26519/21. vencimiento: 31-07-2024. despacho en 48 hrs. precio en valor neto por comprimido, minimo de facturacion $100.000 neto. flete incluido.| 27 micofenolato 500 mg x 50 comprimidos 16 01-001-214-057	acido tranexamico 500 mg cm| 47 flecainida 100 mg comprimidos",12
77.150.162-1,"24 aislador de video para cctv camara 12 gabinetes metalicos puerta malla para extintores de 6 kilos pqs para sala (cuna las estrellitas 3), (girasoles 3), (manitos de angel 3) 10 servicio de recarga de extintores - departamento control de gestion y sistemas de informacion - segun archivo que contiene la descripcion del proceso. 47 contamos con certificacion , personal acreditado para realizar los trabajo en terreno con garantia de 12 mese prodriguez@extintoresdyf.cl +569 34209012 73 se requiere adquirir el servicio de inspeccion, mantenimiento y recarga de extintores en dependencias del servicio nacional de menores region metropolitana. 75 mantencion y recarga extintores multiproposito de 05 kilos 47 recarga extintor de co2  21 extintor co2 75 mantencion y recarga extintores multiproposito de 02 kilos 24 1 sirena exterior inalambrica de 120 db, con baliza y respaldo de bateria",11
76.290.026-2,"63 licencia pulsar trib dj 1887 2023 (sueldos) 91  software declaraciones juradas ano tributario 2023, de acuerdo a las eett adjuntas|| 44 licencia de gestion declaracion jurada sueldo f1887. (incluir soporte, asesoria en instalacion y lo necesario para proceso declaracion rentas periodo 2022 en marzo 2023). 27 licencia dj 1887 para 1 rut y a.t. 2018 sueldos 27 licencia f1887 y f1879. ilimitados rut. carga datos via excel. manejo unid y centros de costo. genera zip para sii - ddjj - certificados. firma por imagen y/o firma digital. exportacion excel para cuadraturas. ayuda rapida y soporte telfonico/mail/anydesk 91 licencia f1887 (otros f uso libre). ilimitados rut. carga de datos via excel predef (cualquier sistema de origen). genera zip para sii - ddjj - certificados. firma por imagen y/o firma digital. exportacion excel para cuadraturas. soporte fono/mail/anydesk 12 se solicitan cotizaciones por licencias de software certificados 1879 y 1887. adjuntar cotizacion y certificado segun corresponda. 38 licencia f1887 y f1879. ilimitados rut. carga datos via excel. manejo unid y centros de costo. genera zip para sii - ddjj - certificados. firma por imagen y/o firma digital. exportacion excel para cuadraturas. ayuda rapida y soporte telfonico/mail/anydesk 76 ""licencia dj 1879 para 1 rut y a.t. 2023|(honorarios) y licencia trib dj 1887 para 1 rut y a.t. 2022|(sueldos) |""					| 76 licencia f1887 y f1879. ilimitados rut. carga datos via excel. manejo unid y centros de costo. genera zip para sii - ddjj - certificados. firma por imagen y/o firma digital. exportacion excel para cuadraturas. ayuda rapida y soporte telfonico/mail/anydesk",29
